++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
ASCII Report
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

NAME: AOT-SL-130_1-0-Centroid
TYPE: MSD
------------------------------
Integrated Chromatogram Area: 30827695828.59
Integrated Background Area: 32672095663.0738
Integrated Peak Area: 2307027.48884


PEAK LIST OVERVIEW
------------------------------
[#]	RT (Min)	RI	Start RT (Min)	Stop RT (Min)	Tailing	Width (at 50% peak height by inflection points)	Integrated Area	S/N	Leading	Tailing	Scan #	Purity	Integrator	Detector	Model	m/z ...
[20]	56.0	45.85725
[20]	57.0	52.44923
[20]	58.0	62.76711
[20]	60.0	72.51177
[21]	67.0	720.32766
[21]	197.0	233.72633
[21]	69.0	1157.36777
[21]	70.0	214.57765
[21]	71.0	776.08408
[21]	72.0	310.321
[21]	73.0	702.30537
[21]	81.0	492.79648
[21]	82.0	341.29676
[21]	83.0	1184.96429
[21]	84.0	607.12526
[21]	85.0	261.32295
[21]	86.0	200.49779
[21]	87.0	342.98637
[21]	29.0	0.0
[21]	95.0	216.26726
[21]	32.0	0.0
[21]	96.0	220.77283
[21]	98.0	418.45464
[21]	99.0	727.086
[21]	100.0	397.61637
[21]	39.0	552.49526
[21]	41.0	438.72967
[21]	42.0	319.89533
[21]	43.0	577.27589
[21]	44.0	448.304
[21]	110.0	481.53259
[21]	112.0	307.50497
[21]	53.0	384.09963
[21]	54.0	366.07735
[21]	55.0	289.48273
[21]	56.0	2537.19788
[21]	57.0	217.39363
[21]	58.0	975.4554
[21]	60.0	339.6072
[22]	67.0	396.67185
[22]	197.0	275.72923
[22]	69.0	436.48834
[22]	70.0	790.8551
[22]	71.0	213.01825
[22]	72.0	278.71545
[22]	73.0	212.02283
[22]	81.0	268.26362
[22]	82.0	421.55711
[22]	83.0	487.25441
[22]	84.0	558.42635
[22]	85.0	524.0846
[22]	86.0	341.92413
[22]	87.0	245.36913
[22]	29.0	0.0
[22]	95.0	298.6237
[22]	32.0	0.0
[22]	96.0	389.70396
[22]	98.0	407.62138
[22]	99.0	286.18104
[22]	100.0	348.89204
[22]	39.0	399.65804
[22]	41.0	633.08229
[22]	42.0	302.60539
[22]	43.0	360.837
[22]	44.0	464.35989
[22]	110.0	257.31411
[22]	112.0	276.22693
[22]	53.0	274.73378
[22]	54.0	364.81864
[22]	55.0	159.26598
[22]	56.0	132.38985
[22]	57.0	228.94485
[22]	58.0	585.80016
[22]	60.0	438.47913


SCAN IDENTIFICATION RESULTS
------------------------------
Scan identification results are not available.


PEAK IDENTIFICATION RESULTS
------------------------------
[#]	Name	CAS	MatchFactor	ReverseMatchFactor	Formula	Mol Weight	Probability	Advise	Identifier	Miscellaneous	Comments


BACKGROUND INTEGRATION RESULTS
------------------------------
m/z (0 = TIC or SUM XIC))	Integrated Area
TIC	32672095663.0738


CHROMATOGRAM INTEGRATION RESULTS
------------------------------
m/z (0 = TIC or SUM XIC))	Integrated Area
TIC	30827695828.59


CHROMATOGRAM IDENTIFICATION RESULTS
------------------------------
Chromatogram identification results are not available.


PEAK QUANTITATION RESULTS
------------------------------
[#]	Name	ChemicalClass	Concentration	ConcentrationUnit	Area	Description	Ion

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
